host	logname	time	method	url	response	bytes	referer	useragent
slip14.van1.pacifier.com	-	804574353	GET	/images/NASA-logosmall.gif	200	786		
ip20.san-francisco2.ca.interramp.com	-	804574353	GET	/images/NASA-logosmall.gif	200	786		
slip14.van1.pacifier.com	-	804574353	GET	/images/KSC-logosmall.gif	200	1204		
dialup10.woodtech.com	-	804574355	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71656		
jfpenter.xnet.com	-	804574355	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
ad15-005.compuserve.com	-	804574356	GET	/images/faq.gif	200	263		
ppp21.ns.net	-	804574357	GET	/images/NASA-logosmall.gif	200	786		
alcott2.u.washington.edu	-	804574357	GET	/shuttle/missions/sts-71/images/KSC-95EC-0544.jpg	200	70128		
net-1-141.eden.com	-	804574358	GET	/images/lc39a.gif	200	257194		
wwwproxy.info.au	-	804574359	GET	/cgi-bin/imagemap/countdown?100,110	302	111		
192.112.227.51	-	804574359	GET	/shuttle/countdown/liftoff.html	200	4538		
ts900-418.singnet.com.sg	-	804574360	GET	/cgi-bin/imagemap/countdown?366,275	302	68		
wwwproxy.info.au	-	804574360	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
houston-1-9.i-link.net	-	804574360	GET	/software/winvn/faq/WINVNFAQ-I-7.html	200	2909		
dialup10.woodtech.com	-	804574361	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
dialup10.woodtech.com	-	804574361	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
ip20.san-francisco2.ca.interramp.com	-	804574362	GET	/shuttle/countdown/liftoff.html	200	4538		
ip-vanc1-03.teleport.com	-	804574362	GET	/images/shuttle-patch-small.gif	200	4179		
wwwproxy.info.au	-	804574363	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
wwwproxy.info.au	-	804574364	GET	/images/launch-logo.gif	304	0		
netcom16.netcom.com	-	804574368	GET	/history/apollo/apollo-13/sounds/	200	1157		
alcott2.u.washington.edu	-	804574368	GET	/shuttle/missions/sts-71/images/KSC-95EC-0589.jpg	200	64427		
ad15-005.compuserve.com	-	804574371	GET	/facts/faq10.html	200	20903		
147.31.254.131	-	804574373	GET	/	200	7074		
192.112.227.51	-	804574374	GET	/images/NASA-logosmall.gif	200	786		
jfpenter.xnet.com	-	804574376	GET	/images/shuttle-patch-small.gif	200	4179		
dialup10.woodtech.com	-	804574377	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	49152		
x164glen.glen-net.ca	-	804574379	GET	/shuttle/missions/sts-71/images/KSC-95EC-0868.gif	200	47122		
ip20.san-francisco2.ca.interramp.com	-	804574380	GET	/shuttle/countdown/video/livevideo.gif	200	61672		
gayle-gaston.tenet.edu	-	804574381	GET	/ksc.html	200	7074		
alcott2.u.washington.edu	-	804574382	GET	/shuttle/missions/sts-71/images/KSC-95EC-0613.jpg	200	61716		
ix-pa8-27.ix.netcom.com	-	804574383	GET	/images/NASA-logosmall.gif	200	786		
www-d3.proxy.aol.com	-	804574384	GET	/history/apollo/apollo-13/sounds/a13_004.wav	200	66764		
indy3.indy.net	-	804574385	GET	/shuttle/missions/sts-71/movies/sts-71-rollover.mpg	200	73728		
ts02-ind-27.iquest.net	-	804574386	GET	/shuttle/countdown/liftoff.html	200	4538		
indy3.indy.net	-	804574387	GET	/shuttle/countdown/count.gif	200	40310		
ts02-ind-27.iquest.net	-	804574388	GET	/images/NASA-logosmall.gif	200	786		
bowen.islandnet.com	-	804574390	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
slip14.van1.pacifier.com	-	804574390	GET	/cgi-bin/imagemap/countdown?375,266	302	68		
192.112.227.51	-	804574391	GET	/shuttle/countdown/video/livevideo.gif	200	61672		
indy3.indy.net	-	804574393	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
remote9.compusmart.ab.ca	-	804574393	GET	/history/apollo/apollo-13/images/70HC464.GIF	200	85750		
www-d4.proxy.aol.com	-	804574395	GET	/shuttle/missions/sts-57/sts-57-info.html	200	1430		
jfpenter.xnet.com	-	804574395	GET	/images/KSC-logosmall.gif	200	1204		
dialup10.woodtech.com	-	804574397	GET	/shuttle/technology/sts-newsref/sts-rcs.html	200	109358		
ara-mac225.den.mmc.com	-	804574399	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
netcom16.netcom.com	-	804574400	GET	/icons/sound.xbm	200	530		
alcott2.u.washington.edu	-	804574402	GET	/shuttle/missions/sts-71/images/KSC-95EC-0868.jpg	200	61848		
www-b6.proxy.aol.com	-	804574402	GET	/:/spacelink.msfc.nasa.gov	404	0		
sac1-109.calweb.com	-	804574404	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
jfpenter.xnet.com	-	804574405	GET	/images/launch-logo.gif	200	1713		
ts02-ind-27.iquest.net	-	804574405	GET	/shuttle/countdown/video/livevideo.gif	200	67065		
sac1-109.calweb.com	-	804574405	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
indy3.indy.net	-	804574406	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
ppp21.ns.net	-	804574407	GET	/cgi-bin/imagemap/countdown?321,275	302	98		
turnpike08.onramp.net	-	804574408	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
ppp21.ns.net	-	804574408	GET	/shuttle/countdown/liftoff.html	200	4538		
dialup10.woodtech.com	-	804574409	GET	/images/KSC-logosmall.gif	200	1204		
dialup10.woodtech.com	-	804574409	GET	/images/shuttle-patch-logo.gif	200	891		
www-a2.proxy.aol.com	-	804574410	GET	/	304	0		
turnpike08.onramp.net	-	804574412	GET	/history/apollo/apollo-11/apollo-11.html	200	41397		
indy3.indy.net	-	804574415	GET	/images/KSC-logosmall.gif	200	1204		
alcott2.u.washington.edu	-	804574415	GET	/shuttle/missions/sts-71/images/KSC-95EC-0868.txt	200	657		
indy3.indy.net	-	804574417	GET	/shuttle/resources/orbiters/atlantis.html	200	7025		
129.188.154.200	-	804574418	GET	/shuttle/missions/sts-71/sts-71-patch.jpg	200	98304		
koala.melbpc.org.au	-	804574419	GET	/shuttle/countdown/	200	3985		
remote9.compusmart.ab.ca	-	804574419	GET	/history/apollo/apollo-13/images/70HC496.GIF	200	57344		
palona1.cns.hp.com	-	804574420	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	304	0		
b.assign.garlic.com	-	804574421	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
koala.melbpc.org.au	-	804574422	GET	/shuttle/countdown/count.gif	200	40310		
indy3.indy.net	-	804574422	GET	/shuttle/resources/orbiters/atlantis-logo.gif	200	4179		
www-a2.proxy.aol.com	-	804574423	GET	/images/USA-logosmall.gif	200	234		
204.120.34.71	-	804574424	GET	/shuttle/missions/sts-65/sts-65-patch-small.gif	200	11757		
remote9.compusmart.ab.ca	-	804574425	GET	/history/apollo/apollo-13/sounds/	200	1157		
indy3.indy.net	-	804574427	GET	/images/ksclogosmall.gif	200	3635		
remote9.compusmart.ab.ca	-	804574427	GET	/icons/sound.xbm	200	530		
piweba1y.prodigy.com	-	804574427	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
slipmlipsie.ca.merl.com	-	804574428	GET	/shuttle/countdown/	200	3985		
dialup10.woodtech.com	-	804574428	GET	/shuttle/technology/images/sts_body_2-small.gif	200	30067		
indy3.indy.net	-	804574431	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
204.120.34.71	-	804574433	GET	/images/launch-logo.gif	200	1713		
slipmlipsie.ca.merl.com	-	804574433	GET	/images/NASA-logosmall.gif	200	786		
slipmlipsie.ca.merl.com	-	804574433	GET	/images/KSC-logosmall.gif	200	1204		
slipmlipsie.ca.merl.com	-	804574433	GET	/shuttle/countdown/count.gif	200	40310		
indy3.indy.net	-	804574434	GET	/images/KSC-logosmall.gif	200	1204		
indy3.indy.net	-	804574437	GET	/facilities/lc39a.html	200	7008		
turnpike08.onramp.net	-	804574438	GET	/images/ksclogosmall.gif	200	3635		
piweba1y.prodigy.com	-	804574438	GET	/history/apollo/apollo-13/movies/	200	945		
ppp21.ns.net	-	804574438	GET	/shuttle/countdown/video/livevideo.gif	200	67065		
jfpenter.xnet.com	-	804574438	GET	/ksc.html	200	7074		
turnpike08.onramp.net	-	804574439	GET	/history/apollo/images/footprint-logo.gif	200	4209		
kristina.az.com	-	804574441	GET	/history/apollo/apollo-1/apollo-1.html	200	3842		
kristina.az.com	-	804574443	GET	/history/apollo/apollo-1/apollo-1-patch-small.gif	200	16979		
indy3.indy.net	-	804574443	GET	/images/lc39a-logo.gif	200	13116		
b.assign.garlic.com	-	804574443	GET	/shuttle/missions/sts-71/sts-71-info.html	304	0		
ip-vanc1-03.teleport.com	-	804574444	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
piweba1y.prodigy.com	-	804574445	GET	/icons/blank.xbm	200	509		
ppp3_130.bekkoame.or.jp	-	804574445	GET	/shuttle/missions/sts-71/images/images.html	304	0		
b.assign.garlic.com	-	804574445	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
piweba1y.prodigy.com	-	804574448	GET	/icons/menu.xbm	200	527		
piweba1y.prodigy.com	-	804574451	GET	/icons/movie.xbm	200	530		
jfpenter.xnet.com	-	804574453	GET	/images/ksclogo-medium.gif	200	5866		
indy3.indy.net	-	804574454	GET	/images/kscmap-tiny.gif	200	2537		
houston-1-9.i-link.net	-	804574454	GET	/software/winvn/faq/WINVNFAQ-II-1.html	200	2044		
ix-pa8-27.ix.netcom.com	-	804574456	GET	/shuttle/countdown/liftoff.html	200	4538		
palona1.cns.hp.com	-	804574456	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
netcom16.netcom.com	-	804574458	GET	/history/apollo/apollo-13/sounds/a13_002.wav	200	127045		
piweba1y.prodigy.com	-	804574464	GET	/history/apollo/apollo-13/images/	200	1851		
ts02-ind-27.iquest.net	-	804574464	GET	/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg	200	130724		
alcott2.u.washington.edu	-	804574466	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
ppp3_130.bekkoame.or.jp	-	804574466	GET	/shuttle/missions/sts-71/images/index71.gif	304	0		
jfpenter.xnet.com	-	804574467	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
piweba1y.prodigy.com	-	804574468	GET	/icons/image.xbm	200	509		
www-a2.proxy.aol.com	-	804574468	GET	/shuttle/countdown/count.gif	200	40310		
204.120.34.171	-	804574468	GET	/	200	7074		
indy3.indy.net	-	804574471	GET	/images/launch-logo.gif	200	1713		
dialup10.woodtech.com	-	804574472	GET	/shuttle/technology/sts-newsref/sts_coord.html	200	122880		
dialup10.woodtech.com	-	804574472	GET	/shuttle/technology/images/crew_compartment_13-small.gif	200	49152		
indy3.indy.net	-	804574475	GET	/shuttle/countdown/count.gif	200	40310		
ix-sac3-10.ix.netcom.com	-	804574476	GET	/	200	7074		
dialup10.woodtech.com	-	804574477	GET	/shuttle/technology/sts-newsref/sts-rcs.html	200	49152		
net-1-141.eden.com	-	804574477	GET	/cgi-bin/imagemap/countdown?96,172	302	110		
jfpenter.xnet.com	-	804574477	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
piweba1y.prodigy.com	-	804574478	GET	/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg	200	887988		
www-d3.proxy.aol.com	-	804574478	GET	/history/apollo/apollo-13/images/	200	1851		
204.120.34.171	-	804574483	GET	/images/ksclogo-medium.gif	200	5866		
ix-sac3-10.ix.netcom.com	-	804574484	GET	/images/ksclogo-medium.gif	200	5866		
palona1.cns.hp.com	-	804574487	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	200	52491		
www-d2.proxy.aol.com	-	804574488	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
www-d4.proxy.aol.com	-	804574488	GET	/shuttle/missions/sts-57/movies/	200	378		
remote9.compusmart.ab.ca	-	804574489	GET	/history/apollo/apollo-13/sounds/a13_002.wav	200	127045		
burger.letters.com	-	804574490	GET	/shuttle/countdown/liftoff.html	304	0		
alcott2.u.washington.edu	-	804574490	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg	200	66202		
ix-sac3-10.ix.netcom.com	-	804574490	GET	/images/NASA-logosmall.gif	200	786		
204.120.34.171	-	804574491	GET	/shuttle/missions/missions.html	200	8677		
burger.letters.com	-	804574491	GET	/images/NASA-logosmall.gif	304	0		
204.120.34.71	-	804574491	GET	/facilities/slf.html	200	3995		
ix-sac3-10.ix.netcom.com	-	804574493	GET	/images/MOSAIC-logosmall.gif	200	363		
dialup10.woodtech.com	-	804574493	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
ix-sac3-10.ix.netcom.com	-	804574494	GET	/images/USA-logosmall.gif	200	234		
www-d3.proxy.aol.com	-	804574495	GET	/icons/image.xbm	200	509		
ix-sac3-10.ix.netcom.com	-	804574496	GET	/images/WORLD-logosmall.gif	200	669		
www-b6.proxy.aol.com	-	804574496	GET	/shuttle/countdown/	200	3985		
ara-mac225.den.mmc.com	-	804574497	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
204.120.34.71	-	804574498	GET	/images/slf-logo.gif	200	10966		
ppp11.vicnet.net.au	-	804574498	GET	/facilities/lcc.html	200	2489		
sac1-109.calweb.com	-	804574500	GET	/shuttle/countdown/	200	3985		
indy3.indy.net	-	804574501	GET	/images/NASA-logosmall.gif	200	786		
sac1-109.calweb.com	-	804574502	GET	/shuttle/countdown/count.gif	200	40310		
sac1-109.calweb.com	-	804574502	GET	/images/NASA-logosmall.gif	200	786		
ip-vanc1-03.teleport.com	-	804574502	GET	/images/KSC-logosmall.gif	200	1204		
ip-vanc1-03.teleport.com	-	804574503	GET	/images/launch-logo.gif	200	1713		
alcott2.u.washington.edu	-	804574504	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
ppp36.compumedia.com	-	804574504	GET	/shuttle/countdown/	200	3985		
www-b6.proxy.aol.com	-	804574505	GET	/shuttle/countdown/count.gif	200	40310		
indy3.indy.net	-	804574507	GET	/cgi-bin/imagemap/countdown?99,178	302	110		
204.120.34.71	-	804574507	GET	/images/ksclogosmall.gif	200	3635		
ppp36.compumedia.com	-	804574507	GET	/shuttle/countdown/count.gif	200	40310		
dialup10.woodtech.com	-	804574508	GET	/shuttle/technology/sts-newsref/sts-rcs.html	200	98304		
indy3.indy.net	-	804574508	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
burger.letters.com	-	804574508	GET	/shuttle/countdown/video/livevideo.gif	200	70554		
ppp36.compumedia.com	-	804574508	GET	/images/NASA-logosmall.gif	200	786		
ppp36.compumedia.com	-	804574508	GET	/images/KSC-logosmall.gif	200	1204		
netcom16.netcom.com	-	804574510	GET	/history/apollo/apollo-13/docs/	200	377		
204.120.34.71	-	804574511	GET	/images/kscmap-tiny.gif	200	2537		
ix-pa8-27.ix.netcom.com	-	804574512	GET	/shuttle/countdown/video/livevideo.gif	200	70554		
koala.melbpc.org.au	-	804574515	GET	/cgi-bin/imagemap/countdown?100,147	302	96		
www-d4.proxy.aol.com	-	804574516	GET	/icons/blank.xbm	200	509		
www-d4.proxy.aol.com	-	804574516	GET	/icons/menu.xbm	200	527		
dialup10.woodtech.com	-	804574518	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71656		
slip14.van1.pacifier.com	-	804574520	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
dialup10.woodtech.com	-	804574523	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
dialup10.woodtech.com	-	804574524	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
alcott2.u.washington.edu	-	804574524	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
indy3.indy.net	-	804574527	GET	/shuttle/missions/sts-71/images/KSC-95EC-0906.gif	200	31725		
firefly.prairienet.org	-	804574528	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
piweba1y.prodigy.com	-	804574531	GET	/history/apollo/apollo-13/images/70HC314.GIF	200	101267		
ppp21.ns.net	-	804574532	GET	/htbin/cdt_clock.pl	200	543		
slipmlipsie.ca.merl.com	-	804574532	GET	/shuttle/countdown/liftoff.html	200	4538		
ts02-ind-27.iquest.net	-	804574532	GET	/shuttle/countdown/liftoff.html	200	4538		
palona1.cns.hp.com	-	804574532	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
alcott2.u.washington.edu	-	804574534	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
paradise.iii.net	-	804574534	GET	/shuttle/countdown/countdown.html	200	3985		
www-d2.proxy.aol.com	-	804574534	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
ts02-ind-27.iquest.net	-	804574535	GET	/images/NASA-logosmall.gif	200	786		
dyn-195.direct.ca	-	804574537	GET	/software/winvn/winvn.html	200	9867		
paradise.iii.net	-	804574537	GET	/shuttle/countdown/count.gif	200	40310		
paradise.iii.net	-	804574537	GET	/images/KSC-logosmall.gif	200	1204		
paradise.iii.net	-	804574537	GET	/images/NASA-logosmall.gif	200	786		
ppp21.ns.net	-	804574539	GET	/shuttle/countdown/countdown.html	200	3985		
dyn-195.direct.ca	-	804574539	GET	/software/winvn/winvn.gif	200	25218		
dyn-195.direct.ca	-	804574539	GET	/images/construct.gif	200	1414		
dyn-195.direct.ca	-	804574539	GET	/software/winvn/bluemarb.gif	200	4441		
dyn-195.direct.ca	-	804574540	GET	/software/winvn/wvsmall.gif	200	13372		
ad04-021.compuserve.com	-	804574542	GET	/ksc.html	200	7074		
204.120.34.71	-	804574545	GET	/facilities/vab.html	200	4045		
cs31-22.win.or.jp	-	804574545	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
indy2.indy.net	-	804574546	GET	/shuttle/resources/orbiters/pathfinder.html	200	2563		
dyn-195.direct.ca	-	804574546	GET	/images/KSC-logosmall.gif	200	1204		
ppp36.compumedia.com	-	804574546	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
alcott2.u.washington.edu	-	804574546	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	200	52491		
piweba3y.prodigy.com	-	804574548	GET	/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg	200	887988		
indy2.indy.net	-	804574548	GET	/images/construct.gif	200	1414		
dyn-195.direct.ca	-	804574548	GET	/images/MOSAIC-logosmall.gif	200	363		
ppp36.compumedia.com	-	804574549	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
ad04-021.compuserve.com	-	804574549	GET	/images/ksclogo-medium.gif	200	5866		
dyn-195.direct.ca	-	804574550	GET	/images/USA-logosmall.gif	200	234		
turnpike08.onramp.net	-	804574550	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
dialup10.woodtech.com	-	804574552	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666		
rppp77.cofc.edu	-	804574552	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
dyn-195.direct.ca	-	804574552	GET	/images/WORLD-logosmall.gif	200	669		
cs31-22.win.or.jp	-	804574554	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
slip85-24.co.us.ibm.net	-	804574554	GET	/shuttle/missions/sts-71/movies/crew-arrival-t38.mpg	200	305722		
ppp36.compumedia.com	-	804574555	GET	/images/launch-logo.gif	200	1713		
204.120.34.71	-	804574555	GET	/images/vab-small.gif	200	35709		
ppp11.vicnet.net.au	-	804574556	GET	/images/lcc-small2.gif	200	57344		
ts02-ind-27.iquest.net	-	804574556	GET	/shuttle/countdown/video/livevideo.gif	200	66420		
slipmlipsie.ca.merl.com	-	804574557	GET	/shuttle/countdown/video/livevideo.gif	200	66420		
bradfute.vip.best.com	-	804574557	GET	/htbin/cdt_main.pl	200	3214		
ad04-021.compuserve.com	-	804574559	GET	/shuttle/missions/missions.html	200	8677		
204.120.34.171	-	804574559	GET	/images/launchmedium.gif	200	11853		
alcott2.u.washington.edu	-	804574560	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
piweba1y.prodigy.com	-	804574561	GET	/history/apollo/apollo-13/images/70HC353.GIF	200	153725		
bradfute.vip.best.com	-	804574562	GET	/images/NASA-logosmall.gif	200	786		
ip16-024.phx.primenet.com	-	804574563	GET	/shuttle/technology/images/sts_spec_6-small.gif	200	47145		
rppp77.cofc.edu	-	804574564	GET	/history/apollo/apollo-13/sounds/	200	1157		
rppp77.cofc.edu	-	804574565	GET	/icons/blank.xbm	200	509		
rppp77.cofc.edu	-	804574565	GET	/icons/menu.xbm	200	527		
rppp77.cofc.edu	-	804574565	GET	/icons/sound.xbm	200	530		
paradise.iii.net	-	804574566	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
paradise.iii.net	-	804574567	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
ad08-009.compuserve.com	-	804574568	GET	/shuttle/missions/sts-71/movies/crew-arrival.mpg	200	516688		
kristina.az.com	-	804574570	GET	/history/apollo/apollo-1/apollo-1-info.html	200	1434		
paradise.iii.net	-	804574571	GET	/images/launch-logo.gif	200	1713		
ix-pa8-27.ix.netcom.com	-	804574573	GET	/images/NASA-logosmall.gif	200	786		
kristina.az.com	-	804574575	GET	/history/apollo/apollo-1/movies/	200	378		
ppp21.ns.net	-	804574576	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
ppp36.compumedia.com	-	804574576	GET	/cgi-bin/imagemap/countdown?91,173	302	110		
jfpenter.xnet.com	-	804574576	GET	/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg	200	130724		
ad04-021.compuserve.com	-	804574577	GET	/images/launchmedium.gif	200	11853		
ppp36.compumedia.com	-	804574577	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
ix-pa8-27.ix.netcom.com	-	804574577	GET	/images/NASA-logosmall.gif	200	786		
ppp21.ns.net	-	804574579	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
cs31-22.win.or.jp	-	804574579	GET	/images/launch-logo.gif	200	1713		
147.31.254.131	-	804574581	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
indy3.indy.net	-	804574582	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.gif	200	29634		
204.120.34.171	-	804574582	GET	/shuttle/missions/sts-78/mission-sts-78.html	200	4377		
kristina.az.com	-	804574582	GET	/history/apollo/apollo-1/	200	1731		
www-b6.proxy.aol.com	-	804574586	GET	/cgi-bin/imagemap/countdown?378,275	302	68		
palona1.cns.hp.com	-	804574586	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg	200	66202		
galactica.galactica.it	-	804574588	GET	/software/winvn/winvn.html	200	9867		
brandt.xensei.com	-	804574588	GET	/shuttle/countdown/liftoff.html	304	0		
dialup10.woodtech.com	-	804574590	GET	/shuttle/missions/51-l/mission-51-l.html	200	6723		
ppp21.ns.net	-	804574590	GET	/images/launch-logo.gif	200	1713		
ad04-021.compuserve.com	-	804574592	GET	/shuttle/missions/sts-78/mission-sts-78.html	200	4377		
dialup10.woodtech.com	-	804574592	GET	/shuttle/missions/51-l/51-l-patch-small.gif	200	10495		
netcom16.netcom.com	-	804574592	GET	/ksc.html	200	7074		
kristina.az.com	-	804574593	GET	/history/apollo/apollo-1/sounds/	200	378		
dialup10.woodtech.com	-	804574593	GET	/images/launch-logo.gif	200	1713		
dd14-063.compuserve.com	-	804574595	GET	/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg	200	499712		
ip16-024.phx.primenet.com	-	804574598	GET	/shuttle/technology/images/mission_profile_2-small.gif	200	35540		
kristina.az.com	-	804574599	GET	/history/apollo/apollo-1/images/	200	1190		
ad04-021.compuserve.com	-	804574599	GET	/shuttle/missions/sts-78/sts-78-patch-small.gif	200	4179		
www-d4.proxy.aol.com	-	804574599	GET	/shuttle/missions/sts-57/	200	1747		
ppp11.vicnet.net.au	-	804574601	GET	/images/lcc.jpg	200	49152		
brandt.xensei.com	-	804574603	GET	/images/NASA-logosmall.gif	304	0		
netcom16.netcom.com	-	804574605	GET	/shuttle/countdown/	200	3985		
ppp11.vicnet.net.au	-	804574605	GET	/images/lcc-small2.gif	200	40960		
brandt.xensei.com	-	804574606	GET	/shuttle/countdown/video/livevideo.gif	200	29255		
204.120.34.71	-	804574608	GET	/facilities/lc39a.html	200	7008		
204.120.34.171	-	804574613	GET	/shuttle/missions/sts-78/sts-78-patch-small.gif	200	4179		
ad04-021.compuserve.com	-	804574613	GET	/images/KSC-logosmall.gif	200	1204		
www-d2.proxy.aol.com	-	804574613	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
ppp36.compumedia.com	-	804574615	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.gif	200	31242		
ix-nas-nh1-04.ix.netcom.com	-	804574616	GET	/	200	7074		
204.120.34.71	-	804574616	GET	/images/lc39a-logo.gif	200	13116		
indy2.indy.net	-	804574617	GET	/shuttle/resources/orbiters/enterprise.html	200	9732		
palona1.cns.hp.com	-	804574617	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
ad04-021.compuserve.com	-	804574617	GET	/images/launch-logo.gif	200	1713		
netcom16.netcom.com	-	804574618	GET	/shuttle/countdown/liftoff.html	200	4538		
204.120.34.171	-	804574619	GET	/images/KSC-logosmall.gif	200	1204		
ix-nas-nh1-04.ix.netcom.com	-	804574619	GET	/images/ksclogo-medium.gif	200	5866		
kristina.az.com	-	804574621	GET	/history/apollo/apollo-1/images/66HC1519.gif	200	65240		
204.120.34.171	-	804574622	GET	/images/launch-logo.gif	200	1713		
indy2.indy.net	-	804574622	GET	/shuttle/resources/orbiters/enterprise-logo.gif	200	25257		
palona1.cns.hp.com	-	804574622	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
dialup10.woodtech.com	-	804574624	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
remote9.compusmart.ab.ca	-	804574624	GET	/history/apollo/apollo-13/sounds/a13_004.wav	200	66764		
dialup10.woodtech.com	-	804574624	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
ip16-024.phx.primenet.com	-	804574626	GET	/shuttle/technology/images/launch_sites_8-small.gif	200	74267		
netcom16.netcom.com	-	804574626	GET	/htbin/cdt_clock.pl	200	543		
ix-nas-nh1-04.ix.netcom.com	-	804574626	GET	/images/NASA-logosmall.gif	200	786		
ad04-021.compuserve.com	-	804574627	GET	/images/launchmedium.gif	200	11853		
ix-nas-nh1-04.ix.netcom.com	-	804574628	GET	/images/MOSAIC-logosmall.gif	200	363		
news.ti.com	-	804574629	GET	/shuttle/resources/orbiters/atlantis.html	200	7025		
ix-nas-nh1-04.ix.netcom.com	-	804574629	GET	/images/USA-logosmall.gif	200	234		
ix-nas-nh1-04.ix.netcom.com	-	804574631	GET	/images/WORLD-logosmall.gif	200	669		
ad04-021.compuserve.com	-	804574631	GET	/shuttle/missions/sts-77/mission-sts-77.html	200	3071		
news.ti.com	-	804574632	GET	/shuttle/resources/orbiters/atlantis-logo.gif	200	4179		
davelant.traveller.com	-	804574636	GET	/images/shuttle-patch-small.gif	200	4179		
ppp-nyc-1-60.ios.com	-	804574640	GET	/history/history.html	200	1502		
204.120.34.171	-	804574640	GET	/shuttle/missions/sts-78/news	302	0		
dialup10.woodtech.com	-	804574641	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	49152		
