listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
6369,2020-03-11,f,$70.00,$70.00,1,365
6369,2020-03-12,f,$70.00,$70.00,1,365
6369,2020-03-13,f,$75.00,$75.00,1,365
6369,2020-03-14,f,$75.00,$75.00,1,365
6369,2020-03-15,f,$70.00,$70.00,1,365
6369,2020-03-16,f,$70.00,$70.00,1,365
6369,2020-03-17,f,$70.00,$70.00,1,365
6369,2020-03-18,f,$70.00,$70.00,1,365
6369,2020-03-19,f,$70.00,$70.00,1,365
6369,2020-03-20,f,$75.00,$75.00,1,365
6369,2020-03-21,f,$75.00,$75.00,1,365
6369,2020-03-22,f,$70.00,$70.00,1,365
6369,2020-03-23,f,$70.00,$70.00,1,365
6369,2020-03-24,f,$70.00,$70.00,1,365
6369,2020-03-25,f,$70.00,$70.00,1,365
6369,2020-03-26,f,$70.00,$70.00,1,365
6369,2020-03-27,f,$75.00,$75.00,1,365
6369,2020-03-28,f,$75.00,$75.00,1,365
6369,2020-03-29,f,$70.00,$70.00,1,365
6369,2020-03-30,f,$70.00,$70.00,1,365
6369,2020-03-31,f,$70.00,$70.00,1,365
6369,2020-04-01,f,$70.00,$70.00,1,365
6369,2020-04-02,f,$70.00,$70.00,1,365
6369,2020-04-03,f,$75.00,$75.00,1,365
6369,2020-04-04,f,$75.00,$75.00,1,365
6369,2020-04-05,f,$70.00,$70.00,1,365
6369,2020-04-06,f,$70.00,$70.00,1,365
6369,2020-04-07,f,$70.00,$70.00,1,365
6369,2020-04-08,f,$70.00,$70.00,1,365
6369,2020-04-09,f,$70.00,$70.00,1,365
6369,2020-04-10,f,$75.00,$75.00,1,365
6369,2020-04-11,f,$75.00,$75.00,1,365
6369,2020-04-12,f,$70.00,$70.00,1,365
6369,2020-04-13,f,$70.00,$70.00,1,365
6369,2020-04-14,f,$70.00,$70.00,1,365
6369,2020-04-15,f,$70.00,$70.00,1,365
6369,2020-04-16,f,$70.00,$70.00,1,365
6369,2020-04-17,f,$75.00,$75.00,1,365
6369,2020-04-18,f,$75.00,$75.00,1,365
6369,2020-04-19,f,$70.00,$70.00,1,365
6369,2020-04-20,f,$70.00,$70.00,1,365
6369,2020-04-21,f,$70.00,$70.00,1,365
6369,2020-04-22,f,$70.00,$70.00,1,365
6369,2020-04-23,f,$70.00,$70.00,1,365
6369,2020-04-24,f,$75.00,$75.00,1,365
6369,2020-04-25,f,$75.00,$75.00,1,365
6369,2020-04-26,f,$70.00,$70.00,1,365
6369,2020-04-27,f,$70.00,$70.00,1,365
6369,2020-04-28,f,$70.00,$70.00,1,365
6369,2020-04-29,f,$70.00,$70.00,1,365
6369,2020-04-30,f,$70.00,$70.00,1,365
6369,2020-05-01,f,$75.00,$75.00,1,365
6369,2020-05-02,f,$75.00,$75.00,1,365
6369,2020-05-03,f,$70.00,$70.00,1,365
6369,2020-05-04,f,$70.00,$70.00,1,365
6369,2020-05-05,f,$70.00,$70.00,1,365
6369,2020-05-06,f,$70.00,$70.00,1,365
6369,2020-05-07,f,$70.00,$70.00,1,365
6369,2020-05-08,f,$75.00,$75.00,1,365
6369,2020-05-09,f,$75.00,$75.00,1,365
6369,2020-05-10,f,$70.00,$70.00,1,365
6369,2020-05-11,f,$70.00,$70.00,1,365
6369,2020-05-12,f,$70.00,$70.00,1,365
6369,2020-05-13,f,$70.00,$70.00,1,365
6369,2020-05-14,f,$70.00,$70.00,1,365
6369,2020-05-15,f,$75.00,$75.00,1,365
6369,2020-05-16,f,$75.00,$75.00,1,365
6369,2020-05-17,f,$70.00,$70.00,1,365
6369,2020-05-18,f,$70.00,$70.00,1,365
6369,2020-05-19,f,$70.00,$70.00,1,365
6369,2020-05-20,f,$70.00,$70.00,1,365
6369,2020-05-21,f,$70.00,$70.00,1,365
6369,2020-05-22,f,$75.00,$75.00,1,365
6369,2020-05-23,f,$75.00,$75.00,1,365
6369,2020-05-24,f,$70.00,$70.00,1,365
6369,2020-05-25,f,$70.00,$70.00,1,365
6369,2020-05-26,f,$70.00,$70.00,1,365
6369,2020-05-27,f,$70.00,$70.00,1,365
6369,2020-05-28,f,$70.00,$70.00,1,365
6369,2020-05-29,f,$75.00,$75.00,1,365
6369,2020-05-30,f,$75.00,$75.00,1,365
6369,2020-05-31,f,$70.00,$70.00,1,365
6369,2020-06-01,f,$70.00,$70.00,1,365
6369,2020-06-02,f,$70.00,$70.00,1,365
6369,2020-06-03,f,$70.00,$70.00,1,365
6369,2020-06-04,f,$70.00,$70.00,1,365
6369,2020-06-05,f,$75.00,$75.00,1,365
6369,2020-06-06,f,$75.00,$75.00,1,365
6369,2020-06-07,f,$70.00,$70.00,1,365
6369,2020-06-08,f,$70.00,$70.00,1,365
6369,2020-06-09,f,$70.00,$70.00,1,365
6369,2020-06-10,f,$70.00,$70.00,1,365
6369,2020-06-11,f,$70.00,$70.00,1,365
6369,2020-06-12,f,$75.00,$75.00,1,365
6369,2020-06-13,f,$75.00,$75.00,1,365
6369,2020-06-14,f,$70.00,$70.00,1,365
6369,2020-06-15,f,$70.00,$70.00,1,365
6369,2020-06-16,f,$70.00,$70.00,1,365
6369,2020-06-17,f,$70.00,$70.00,1,365
6369,2020-06-18,f,$70.00,$70.00,1,365
6369,2020-06-19,f,$75.00,$75.00,1,365
6369,2020-06-20,f,$75.00,$75.00,1,365
6369,2020-06-21,f,$70.00,$70.00,1,365
6369,2020-06-22,f,$70.00,$70.00,1,365
6369,2020-06-23,f,$70.00,$70.00,1,365
6369,2020-06-24,f,$70.00,$70.00,1,365
6369,2020-06-25,f,$70.00,$70.00,1,365
6369,2020-06-26,f,$75.00,$75.00,1,365
6369,2020-06-27,f,$75.00,$75.00,1,365
6369,2020-06-28,f,$70.00,$70.00,1,365
6369,2020-06-29,f,$70.00,$70.00,1,365
6369,2020-06-30,f,$70.00,$70.00,1,365
6369,2020-07-01,f,$70.00,$70.00,1,365
6369,2020-07-02,f,$70.00,$70.00,1,365
6369,2020-07-03,f,$75.00,$75.00,1,365
6369,2020-07-04,f,$75.00,$75.00,1,365
6369,2020-07-05,f,$70.00,$70.00,1,365
6369,2020-07-06,f,$70.00,$70.00,1,365
6369,2020-07-07,f,$70.00,$70.00,1,365
6369,2020-07-08,f,$70.00,$70.00,1,365
6369,2020-07-09,f,$70.00,$70.00,1,365
6369,2020-07-10,f,$75.00,$75.00,1,365
6369,2020-07-11,f,$75.00,$75.00,1,365
6369,2020-07-12,f,$70.00,$70.00,1,365
6369,2020-07-13,f,$70.00,$70.00,1,365
6369,2020-07-14,f,$70.00,$70.00,1,365
6369,2020-07-15,f,$70.00,$70.00,1,365
6369,2020-07-16,f,$70.00,$70.00,1,365
6369,2020-07-17,f,$75.00,$75.00,1,365
6369,2020-07-18,f,$75.00,$75.00,1,365
6369,2020-07-19,f,$70.00,$70.00,1,365
6369,2020-07-20,f,$70.00,$70.00,1,365
6369,2020-07-21,f,$70.00,$70.00,1,365
6369,2020-07-22,f,$70.00,$70.00,1,365
6369,2020-07-23,f,$70.00,$70.00,1,365
6369,2020-07-24,f,$75.00,$75.00,1,365
6369,2020-07-25,f,$75.00,$75.00,1,365
6369,2020-07-26,f,$70.00,$70.00,1,365
6369,2020-07-27,f,$70.00,$70.00,1,365
6369,2020-07-28,f,$70.00,$70.00,1,365
6369,2020-07-29,f,$70.00,$70.00,1,365
6369,2020-07-30,f,$70.00,$70.00,1,365
6369,2020-07-31,f,$75.00,$75.00,1,365
6369,2020-08-01,f,$75.00,$75.00,1,365
6369,2020-08-02,f,$70.00,$70.00,1,365
6369,2020-08-03,f,$70.00,$70.00,1,365
6369,2020-08-04,f,$70.00,$70.00,1,365
6369,2020-08-05,f,$70.00,$70.00,1,365
6369,2020-08-06,f,$70.00,$70.00,1,365
6369,2020-08-07,f,$75.00,$75.00,1,365
6369,2020-08-08,f,$75.00,$75.00,1,365
6369,2020-08-09,f,$70.00,$70.00,1,365
6369,2020-08-10,f,$70.00,$70.00,1,365
6369,2020-08-11,f,$70.00,$70.00,1,365
6369,2020-08-12,f,$70.00,$70.00,1,365
6369,2020-08-13,f,$70.00,$70.00,1,365
6369,2020-08-14,f,$75.00,$75.00,1,365
6369,2020-08-15,f,$75.00,$75.00,1,365
6369,2020-08-16,f,$70.00,$70.00,1,365
6369,2020-08-17,f,$70.00,$70.00,1,365
6369,2020-08-18,f,$70.00,$70.00,1,365
6369,2020-08-19,f,$70.00,$70.00,1,365
6369,2020-08-20,f,$70.00,$70.00,1,365
6369,2020-08-21,f,$75.00,$75.00,1,365
6369,2020-08-22,f,$75.00,$75.00,1,365
6369,2020-08-23,f,$70.00,$70.00,1,365
6369,2020-08-24,f,$70.00,$70.00,1,365
6369,2020-08-25,f,$70.00,$70.00,1,365
6369,2020-08-26,f,$70.00,$70.00,1,365
6369,2020-08-27,f,$70.00,$70.00,1,365
6369,2020-08-28,f,$75.00,$75.00,1,365
6369,2020-08-29,f,$75.00,$75.00,1,365
6369,2020-08-30,f,$70.00,$70.00,1,365
6369,2020-08-31,f,$70.00,$70.00,1,365
6369,2020-09-01,f,$70.00,$70.00,1,365
6369,2020-09-02,f,$70.00,$70.00,1,365
6369,2020-09-03,f,$70.00,$70.00,1,365
6369,2020-09-04,f,$75.00,$75.00,1,365
6369,2020-09-05,f,$75.00,$75.00,1,365
6369,2020-09-06,f,$70.00,$70.00,1,365
6369,2020-09-07,f,$70.00,$70.00,1,365
6369,2020-09-08,f,$70.00,$70.00,1,365
6369,2020-09-09,f,$70.00,$70.00,1,365
6369,2020-09-10,f,$70.00,$70.00,1,365
6369,2020-09-11,f,$75.00,$75.00,1,365
6369,2020-09-12,f,$75.00,$75.00,1,365
6369,2020-09-13,f,$70.00,$70.00,1,365
6369,2020-09-14,f,$70.00,$70.00,1,365
6369,2020-09-15,f,$70.00,$70.00,1,365
6369,2020-09-16,f,$70.00,$70.00,1,365
6369,2020-09-17,f,$70.00,$70.00,1,365
21853,2019-09-19,f,$17.00,$17.00,4,40
21853,2019-09-20,f,$18.00,$18.00,4,40
21853,2019-09-21,f,$18.00,$18.00,4,40
21853,2019-09-22,f,$17.00,$17.00,4,40
21853,2019-09-23,f,$17.00,$17.00,4,40
21853,2019-09-24,f,$17.00,$17.00,4,40
21853,2019-09-25,f,$17.00,$17.00,4,40
21853,2019-09-26,f,$17.00,$17.00,4,40
21853,2019-09-27,f,$18.00,$18.00,4,40
21853,2019-09-28,f,$18.00,$18.00,4,40
21853,2019-09-29,f,$17.00,$17.00,4,40
21853,2019-09-30,f,$17.00,$17.00,4,40
21853,2019-10-01,f,$17.00,$17.00,4,40
21853,2019-10-02,f,$17.00,$17.00,4,40
21853,2019-10-03,f,$17.00,$17.00,4,40
21853,2019-10-04,f,$18.00,$18.00,4,40
21853,2019-10-05,f,$18.00,$18.00,4,40
74352,2019-09-19,f,$80.00,$80.00,8,1125
74352,2019-09-20,f,$80.00,$80.00,8,1125
74352,2019-09-21,f,$80.00,$80.00,8,1125
74352,2019-09-22,f,$80.00,$80.00,8,1125
74352,2019-09-23,f,$80.00,$80.00,8,1125
74352,2019-09-24,f,$80.00,$80.00,8,1125
74352,2019-09-25,f,$80.00,$80.00,8,1125
74352,2019-09-26,f,$80.00,$80.00,8,1125
74352,2019-09-27,f,$80.00,$80.00,8,1125
74352,2019-09-28,f,$80.00,$80.00,8,1125
74352,2019-09-29,f,$80.00,$80.00,8,1125
74352,2019-09-30,f,$80.00,$80.00,8,1125
74352,2019-10-01,f,$80.00,$80.00,8,1125
74352,2019-10-02,f,$80.00,$80.00,8,1125
74352,2019-10-03,f,$80.00,$80.00,8,1125
74352,2019-10-04,f,$80.00,$80.00,8,1125
74352,2019-10-05,f,$80.00,$80.00,8,1125
74352,2019-10-06,f,$80.00,$80.00,8,1125
74352,2019-10-07,f,$80.00,$80.00,8,1125
74352,2019-10-08,f,$80.00,$80.00,8,1125
74352,2019-10-09,f,$80.00,$80.00,8,1125
74352,2019-10-10,f,$80.00,$80.00,8,1125
74352,2019-10-11,f,$80.00,$80.00,8,1125
74352,2019-10-12,f,$80.00,$80.00,8,1125
74352,2019-10-13,f,$80.00,$80.00,8,1125
74352,2019-10-14,f,$80.00,$80.00,8,1125
74352,2019-10-15,f,$80.00,$80.00,8,1125
74352,2019-10-16,f,$80.00,$80.00,8,1125
74352,2019-10-17,f,$80.00,$80.00,8,1125
74352,2019-10-18,f,$80.00,$80.00,8,1125
74352,2019-10-19,f,$80.00,$80.00,8,1125
74352,2019-10-20,f,$80.00,$80.00,8,1125
74352,2019-10-21,f,$80.00,$80.00,8,1125
74352,2019-10-22,f,$80.00,$80.00,8,1125
74352,2019-10-23,f,$80.00,$80.00,8,1125
74352,2019-10-24,f,$80.00,$80.00,8,1125
74352,2019-10-25,f,$80.00,$80.00,8,1125
74352,2019-10-26,f,$80.00,$80.00,8,1125
74352,2019-10-27,f,$80.00,$80.00,8,1125
74352,2019-10-28,f,$80.00,$80.00,8,1125
74352,2019-10-29,f,$80.00,$80.00,8,1125
74352,2019-10-30,f,$80.00,$80.00,8,1125
74352,2019-10-31,f,$80.00,$80.00,8,1125
74352,2019-11-01,f,$80.00,$80.00,8,1125
74352,2019-11-02,f,$80.00,$80.00,8,1125
74352,2019-11-03,f,$80.00,$80.00,8,1125
74352,2019-11-04,f,$80.00,$80.00,8,1125
74352,2019-11-05,f,$80.00,$80.00,8,1125
74352,2019-11-06,f,$80.00,$80.00,8,1125
74352,2019-11-07,f,$80.00,$80.00,8,1125
74352,2019-11-08,f,$80.00,$80.00,8,1125
74352,2019-11-09,f,$80.00,$80.00,8,1125
74352,2019-11-10,f,$80.00,$80.00,8,1125
74352,2019-11-11,f,$80.00,$80.00,8,1125
74352,2019-11-12,f,$80.00,$80.00,8,1125
74352,2019-11-13,f,$80.00,$80.00,8,1125
74352,2019-11-14,f,$80.00,$80.00,8,1125
74352,2019-11-15,f,$80.00,$80.00,8,1125
74352,2019-11-16,f,$80.00,$80.00,8,1125
74352,2019-11-17,f,$80.00,$80.00,8,1125
74352,2019-11-18,f,$80.00,$80.00,8,1125
74352,2019-11-19,f,$80.00,$80.00,8,1125
74352,2019-11-20,f,$80.00,$80.00,8,1125
74352,2019-11-21,f,$80.00,$80.00,8,1125
74352,2019-11-22,f,$80.00,$80.00,8,1125
74352,2019-11-23,f,$80.00,$80.00,8,1125
74352,2019-11-24,f,$80.00,$80.00,8,1125
74352,2019-11-25,f,$80.00,$80.00,8,1125
74352,2019-11-26,f,$80.00,$80.00,8,1125
74352,2019-11-27,f,$80.00,$80.00,8,1125
74352,2019-11-28,f,$80.00,$80.00,8,1125
74352,2019-11-29,f,$80.00,$80.00,8,1125
74352,2019-11-30,f,$80.00,$80.00,8,1125
74352,2019-12-01,f,$80.00,$80.00,8,1125
74352,2019-12-02,f,$80.00,$80.00,8,1125
74352,2019-12-03,f,$80.00,$80.00,8,1125
74352,2019-12-04,f,$80.00,$80.00,8,1125
74352,2019-12-05,f,$80.00,$80.00,8,1125
74352,2019-12-06,f,$80.00,$80.00,8,1125
74352,2019-12-07,f,$80.00,$80.00,8,1125
74352,2019-12-08,f,$80.00,$80.00,8,1125
74352,2019-12-09,f,$80.00,$80.00,8,1125
74352,2019-12-10,f,$80.00,$80.00,8,1125
74352,2019-12-11,f,$80.00,$80.00,8,1125
74352,2019-12-12,f,$80.00,$80.00,8,1125
74352,2019-12-13,f,$80.00,$80.00,8,1125
74352,2019-12-14,f,$80.00,$80.00,8,1125
74352,2019-12-15,f,$80.00,$80.00,8,1125
74352,2019-12-16,f,$80.00,$80.00,8,1125
74352,2019-12-17,f,$80.00,$80.00,8,1125
74352,2019-12-18,f,$80.00,$80.00,8,1125
74352,2019-12-19,f,$80.00,$80.00,8,1125
74352,2019-12-20,f,$80.00,$80.00,8,1125
74352,2019-12-21,f,$80.00,$80.00,8,1125
74352,2019-12-22,f,$80.00,$80.00,8,1125
74352,2019-12-23,f,$80.00,$80.00,8,1125
74352,2019-12-24,f,$80.00,$80.00,8,1125
74352,2019-12-25,f,$80.00,$80.00,8,1125
74352,2019-12-26,f,$80.00,$80.00,8,1125
74352,2019-12-27,f,$80.00,$80.00,8,1125
74352,2019-12-28,f,$80.00,$80.00,8,1125
74352,2019-12-29,f,$80.00,$80.00,8,1125
74352,2019-12-30,f,$80.00,$80.00,8,1125
74352,2019-12-31,f,$80.00,$80.00,8,1125
74352,2020-01-01,f,$80.00,$80.00,8,1125
74352,2020-01-02,f,$80.00,$80.00,8,1125
74352,2020-01-03,f,$80.00,$80.00,8,1125
74352,2020-01-04,f,$80.00,$80.00,8,1125
74352,2020-01-05,f,$80.00,$80.00,8,1125
74352,2020-01-06,f,$80.00,$80.00,8,1125
74352,2020-01-07,f,$80.00,$80.00,8,1125
74352,2020-01-08,f,$80.00,$80.00,8,1125
74352,2020-01-09,f,$80.00,$80.00,8,1125
74352,2020-01-10,f,$80.00,$80.00,8,1125
74352,2020-01-11,f,$80.00,$80.00,8,1125
74352,2020-01-12,f,$80.00,$80.00,8,1125
74352,2020-01-13,f,$80.00,$80.00,8,1125
74352,2020-01-14,f,$80.00,$80.00,8,1125
74352,2020-01-15,f,$80.00,$80.00,8,1125
74352,2020-01-16,f,$80.00,$80.00,8,1125
74352,2020-01-17,f,$80.00,$80.00,8,1125
74352,2020-01-18,f,$80.00,$80.00,8,1125
74352,2020-01-19,f,$80.00,$80.00,8,1125
74352,2020-01-20,f,$80.00,$80.00,8,1125
74352,2020-01-21,f,$80.00,$80.00,8,1125
74352,2020-01-22,f,$80.00,$80.00,8,1125
74352,2020-01-23,f,$80.00,$80.00,8,1125
74352,2020-01-24,f,$80.00,$80.00,8,1125
74352,2020-01-25,f,$80.00,$80.00,8,1125
74352,2020-01-26,f,$80.00,$80.00,8,1125
74352,2020-01-27,f,$80.00,$80.00,8,1125
74352,2020-01-28,f,$80.00,$80.00,8,1125
74352,2020-01-29,f,$80.00,$80.00,8,1125
74352,2020-01-30,f,$80.00,$80.00,8,1125
74352,2020-01-31,f,$80.00,$80.00,8,1125
74352,2020-02-01,f,$80.00,$80.00,8,1125
74352,2020-02-02,f,$80.00,$80.00,8,1125
74352,2020-02-03,f,$80.00,$80.00,8,1125
74352,2020-02-04,f,$80.00,$80.00,8,1125
74352,2020-02-05,f,$80.00,$80.00,8,1125
74352,2020-02-06,f,$80.00,$80.00,8,1125
74352,2020-02-07,f,$80.00,$80.00,8,1125
74352,2020-02-08,f,$80.00,$80.00,8,1125
74352,2020-02-09,f,$80.00,$80.00,8,1125
74352,2020-02-10,f,$80.00,$80.00,8,1125
74352,2020-02-11,f,$80.00,$80.00,8,1125
74352,2020-02-12,f,$80.00,$80.00,8,1125
